id,network,capacity,description,lng,lat
1319550208,Bysykkel,15,62-Alexander Kiellands plass,10.7513079827375,59.9280639695376
1319550184,Bysykkel,11,24-Arb.samfunnets plass (v/Sentrum Scene),10.751329991462,59.9154199965013
1319550188,Bysykkel,16,102-Arb.samfunnets plass (mot Torggt),10.7516455696213,59.9159778753987
408457760,Bysykkel,30,50-Havnegata N (Østbanehallen),10.7517601946516,59.9101619922405
1319550180,Bysykkel,12,25-Storgt. 27 (enden av Youngsgt./skrått ovenf. Gunerius),10.7517699862882,59.9142100033484
408457759,Bysykkel,30,51-Havnegata S (Østbanehallen) v/Hotell Opera,10.7521007459758,59.9100889860627
1319550172,Bysykkel,1,19-Oslo Plaza,10.7542600264242,59.9124199701784
615209013,Bysykkel,9,31-Torggt./Jacobs kirke (Ankertorget),10.7546186338856,59.917833591695
1319550178,Bysykkel,21,23-Brugata Sør (Vaterland nærmest Oslo Plaza),10.7571816172228,59.9134824101232
1319550179,Bysykkel,15,20-Brugata Nord (ved Cafeen),10.7574712340704,59.9136221928408
451009895,Bysykkel,11,68-Storgt. 40 (utenfor Legevakten),10.7582608532051,59.9169063769158
1319550205,Bysykkel,12,60-Birkelunden,10.7607006775168,59.925667684479
729649795,Bysykkel,6,35-Schous plass - 1,10.7608124279381,59.9203176089521
615208998,Bysykkel,12,36-Schous plass - 2,10.7608761184918,59.9203457038624
729650507,Bysykkel,12,44-Sofienberggt.(krysset Toftesgt.) - Sofienbergparken,10.7615731213207,59.9223393011907
450536322,Bysykkel,12,37-Johan Sverdrups plass - Vogts gate (øvreTorshov),10.7621260343781,59.9314773853949
1319550185,Bysykkel,15,108-Nylandsveien v/krysset Urtegt./Vahlsgt- stativ 2,10.7625030573028,59.9156444730749
1319550187,Bysykkel,15,107-Nylandsveien v/krysset Urtegt./Vahlsgt-stativ 1,10.7627820740301,59.9157198086038
451010273,Bysykkel,15,52-Helga Helgesens plass 2.(Gr.Landsleir./Åkebergv/Politi),10.7661988162132,59.9121085992994
1319550210,Bysykkel,12,78-Dælenenggt. 41,10.7668800086932,59.9289500015448
1319550200,Bysykkel,18,87-Helgesensgt. vis-a-vis nr. 58,10.7671199487056,59.9230400032956
1319550164,Bysykkel,14,82-Oslogate 37,10.767149952436,59.9034599776441
1319550165,Bysykkel,12,30-Oslogt. (Gamlebyen under Jernbanebro),10.7675672198855,59.9078884117397
1319550209,Bysykkel,9,79-Fagerheimgt. 11,10.7677399659147,59.928869969754
1319550189,Bysykkel,18,43-Jens Bjelkesgt.(motsatt side nr.39),10.7690499790935,59.9159899884131
1319550201,Bysykkel,10,46-Trondheimsveien 64 (v.Sofienberg holdeplass og Kiwi),10.7716099979902,59.9231900103302
448599738,Bysykkel,11,42-Tøyen T-bane -inng.Hagegt.,10.7743733056356,59.9146079955437
1319550203,Bysykkel,8,40-Carl Berners (krysset Finnmarksgt./Frydensgt),10.7759355657463,59.9250468089638
1319550169,Bysykkel,21,84-Jens Bjelkesgt./Sverresgt. (Tøyen),10.7760373448679,59.9115321906836
1319550186,Bysykkel,15,85-Økernveien v/Caltexløkka,10.777223121043,59.9156874769393
1319550163,Bysykkel,12,86-Dyvekesvei/Konowsgt.,10.778050020262,59.9034317783461
